,PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
79951,8298513,11/28/2011 15:56:19,1068928,11/28/2011 08:05:22,1,0,UrlScan 3.1 for web applications of Microsoft Products,"Can people recommend configuration files of UrlScan 3.1 (urlscan.ini) to the following web applications?

-	Outlook Web Access (Exchange 2010)
-	System Center Configuration Manager 2010
-	Microsoft Lync 2010
-	SharePoint 2007
-	SharePoint 2010

I would be appreciate if configuration files will fully compatible with all features of web applications above.
",sharepoint,lync,owa,sccm,urlscan,11/28/2011 17:53:10,off topic
78152,3732768,09/17/2010 05:02:16,450257,09/17/2010 05:02:16,1,0,.NET vs Python?,"Hallo everyone.

Today i had a disagreement about which is the best language, C# with ASP.Net and Sql Server or python with postgresql?

Can you please give me some good points cause i have to prove that it is a better choice to choose .NET for our eshop instead of Python? ",.net,python,,,,09/17/2010 05:06:13,not constructive
126930,10080740,04/09/2012 22:35:30,1322553,04/09/2012 19:11:14,1,0,Confused with foreach and multidimensional array - PHP,"Ok, so arrays are my weakness and I'm struggling with this. It's probably dead simple too. Basically, I have an array which is

Code:

        Array
        (
    [data] => Array
        (
            [0] => Array
                (
                    [name] => getalbum
                    [fql_result_set] => Array
                        (
                            [0] => Array
                                (
                                    [aid] => 187046464639937_101906
                                    [name] => photo tab
                                    [cover_pid] => 187046464639937_1661168
                                )

                            [1] => Array
                                (
                                    [aid] => 187046464639937_99627
                                    [name] => Cover Photos
                                    [cover_pid] => 187046464639937_1661054
                                )

                        )

                )

            [1] => Array
                (
                    [name] => getcover
                    [fql_result_set] => Array
                        (
                            [0] => Array
                                (
                                    [src] => http://photos-g.ak.fbcdn.net/hphotos-ak-prn1/526499_403098366368078_187046464639937_1661168_217706037_s.jpg
                                )

                            [1] => Array
                                (
                                    [src] => http://photos-b.ak.fbcdn.net/hphotos-ak-ash3/562470_403049039706344_187046464639937_1661054_361917190_s.jpg
                                )

                        )

                )

        )

        )

I'm using a foreach to call the array by using
PHP Code:

         foreach($fql_query_obj['data'] as $albums){
    foreach($albums['fql_result_set'] as $album){
        //print_r($album);
         if(($album['name'] != ""Wall Photos"") && ($album['name'] != ""Cover Photos"") && ($album['name'] != ""photo tab"")){
             echo $album['name'].' :: '.$album['aid'];
    
                
                     echo '<img src=""'.$album['src'].'"" /><br />';
    
         }    
     }
          } 
Now it seems to go through the getalbum array then the getcover. How can I do it so it merges both of them together? ",php,foreach,,,,,open
38455,8650762,12/28/2011 00:45:34,1118494,12/28/2011 00:36:48,1,0,wysiswyg insted of textarea,"I have downloaded a free html template and tried to install openWYSIWYG on it to replace textareas. I did as written in the instructions but the result is messy. The CSS style of the template interferes with the one for the wysiswyg. I tried to do a CSS reset for textareas but it didn't work out. Any clues how to fix that?

Thanks",html,css,textarea,wysiwyg,,12/28/2011 16:07:02,not a real question
128335,1176903,07/24/2009 10:47:56,73820,03/04/2009 17:49:33,81,6,Good books on the coming .net framework 4.0,Any recommendations on good books to read about the coming .NET framework?  Books that cover new features of the framework and new language syntax for C#.  Thanks.,books,.net,,,,09/30/2011 00:45:41,not constructive
26363,6839588,07/27/2011 04:56:18,563466,01/05/2011 04:57:36,46,0,How to get the title of the Webform of a web form block?,"I have a webform available as a block.
I have written the php code in the body of the webform block.
In the code, I want to get the title of this block, the name of the file attached to the webform and all the information in the fields submitted with the webform?
Any one who have some idea about this?",drupal-6,webforms,block,,,,open
45329,7712029,10/10/2011 11:21:08,423039,08/17/2010 15:44:09,26,4,Any sample on how to expose a olap cube as oData so it can be used using powerpivot?,I'm looking for a sample on how to expose an olap cube as an odata feed so it can be consumed by powerpivot. I do not want to provide direct access to the cube.,excel,odata,olap,cube,powerpivot,,open
83268,9200444,02/08/2012 19:55:50,957622,09/21/2011 18:32:06,39,2,float : left and clear : right,"I want to diplay three div like this:

[1]

[2][3]

The three div have style : ""float: left""
The div 1 have : ""clear: right""

Ok I just to put ""clear: left"" on div [2] but if this div is optional ?",css,css-float,clear,,,,open
95939,11123141,06/20/2012 15:40:07,1467755,06/19/2012 23:15:32,6,0,How do I call a method from another object in PHP and set it's result to a variable?,"I'm trying to use a method $table_row_counter within an object $collect_table_info. The method outputs a variable $num_rows which I want to set to a variable ($rows) within my current object which is a different class.

Here is the code from the first class

    public function table_row_counter()
    	{
    		$row_count_query = mysql_query(""SELECT primarykey FROM mkp_1234"");
    		$num_rows = mysql_num_rows($row_count_query);
    		return $num_rows;
    	}

And here is the code I am struggling with

    class SQL_to_rows{
    	
    	private $rows;
    	function get_rows()
    	{
    	$collect_table_info->table_row_counter;
    	$this->$rows;
    	}
    	
My goal is setting $num_rows to $rows. 

The errors I get are:


( ! ) Notice: Undefined variable: collect_table_info in C:\wamp\www\aura_lib_objectify.php on line 34
Call Stack
#	Time	Memory	Function	Location
1	0.0064	150216	{main}( )	..\aura_lib_objectify.php:0
2	0.0245	157984	SQL_to_rows->get_rows( )	..\aura_lib_objectify.php:74

( ! ) Notice: Trying to get property of non-object in C:\wamp\www\aura_lib_objectify.php on line 34
Call Stack
#	Time	Memory	Function	Location
1	0.0064	150216	{main}( )	..\aura_lib_objectify.php:0
2	0.0245	157984	SQL_to_rows->get_rows( )	..\aura_lib_objectify.php:74

( ! ) Notice: Undefined variable: rows in C:\wamp\www\aura_lib_objectify.php on line 35
Call Stack
#	Time	Memory	Function	Location
1	0.0064	150216	{main}( )	..\aura_lib_objectify.php:0
2	0.0245	157984	SQL_to_rows->get_rows( )	..\aura_lib_objectify.php:74

( ! ) Fatal error: Cannot access empty property in C:\wamp\www\aura_lib_objectify.php on line 35
Call Stack
#	Time	Memory	Function	Location
1	0.0064	150216	{main}( )	..\aura_lib_objectify.php:0
2	0.0245	157984	SQL_to_rows->get_rows( )	..\aura_lib_objectify.php:74",php,,,,,06/25/2012 03:31:19,too localized
106262,10596439,05/15/2012 07:57:15,1060187,11/22/2011 16:24:06,66,0,Javascript/Jquery onclick definition of word appears,"I'm looking for tips on how to be able to click on a word in an html document and then for the page to update and show a definition of the word that has been clicked. It can appear at the bottom of the page. So far I'm just adding an onclick into the p tag so for instance. Am I going about this in the right way? I'm quite bad at javascript so any help with this would be great. Many thanks

          <p id=""complexword1"" onclick=""functionToDisplayComplexWord()"">",javascript,,,,,,open
106071,8973957,01/23/2012 15:21:15,912102,08/25/2011 12:49:55,18,0,Decide that database is Sybase or MSSQL,"I would like to write an SQL script or query which can decide that the used database is MSSQL or Sybase.
How can I do that?

Thanks,
Maestro",sql-server,query,tsql,script,sybase,,open
58955,8328442,11/30/2011 15:30:53,688859,04/02/2011 11:25:44,47,3,Environment variables in simple linux shell,"I am to program a simple shell in C for my project that can implement environment variables. I looked up on how to use the getenv, setenv, putenv. So far so good i've tried to use the getenv to show the shell variables...well... with some succes . But I have a feeling that my reasoning is flawed. I have a `char** argv` which contains parsed input from the user input. I now check if `argv` starts with the command ""echo"" and then if any of the following inputs starts with a `$` sign or not. Here's my code:

    int executeVariables(char** arguments){
        int i = 0;
        if(strcmp(arguments[i], ""echo"") == 0){
            char *variable;
            for(i = 1; arguments[i] != NULL; i++){
                char *str = arguments[i];
                if( *(str + 0) == '$'){
                    variable = getenv(str + 1);
                }else{
                    variable = getenv(str);
                }
                if(!variable){
                    //puts(""not a variable"");
                    printf(""%s "", arguments[i]);
                }else{
                    //puts(""a variable"");
                    printf(""%s "", variable);
                }
            }
            printf(""\n"");
            exit(0);
        }
    
        return 1;
    
    }

I think that normal linux shell finds the `$` sign, it expands the variable before invoking the echo command. My shell isn't following this principle, it's expanding variables inside the echo command itself. Any idea as to how I can implement this? Thanks. 
",c,linux,shell,environment-variables,getenv,,open
103247,10166615,04/15/2012 22:13:59,1139368,01/09/2012 18:48:43,6,0,Publish android app no company,"I've developed an android application and I'd like to publish it on the android market. Moreover, I would like to add publicity using admob in order to earn some money but then I'm asked for the company and all that stuff. Do I really need to set a company to receive money. Is there any alternative? I'm really young and I see quite difficult and not worth to set a company.

Thanks in advance",android,admob,company,,,04/30/2012 01:16:41,off topic
1993,2199567,02/04/2010 12:24:49,118040,06/05/2009 14:21:31,1,0,Is there a utility to tidy VBScript ?,"I'm wanting a tool to tidy VBScript code. I'm looking for something to do the same job as perltidy for Perl, or astyle for C++ and Java code.

I've looked, but failed to find anything here or via Google. Open Source software would be preferred.

Can anyone point me at one please?",vbscript,tidy,,,,,open
122406,4752902,01/20/2011 21:37:06,6419,09/15/2008 09:41:17,277,8,Submitting an iOS app to the App Store from South Africa,"Are there any South Africa based iOS developers? If so, have you submitted any apps to the app store? What was the process like? Which bank would you recommend signing up with (I believe it has to be a bank with both a SWIFT code and an IBAN)

Most importantly however, is how is tax handled? I believe Apple requires your tax details in order to join their developer program for paid apps.

Any pointers would be welcome.

Thanks guys.",ios,apple,app-store,,,05/22/2011 12:39:50,off topic
3189,9331732,02/17/2012 16:16:04,1216673,02/17/2012 16:10:16,1,0,How to dig through a multidimentional array?,"Array ( [0] => Array ( [PACKAGE] => Array ( [0] => Array ( [ATTRIBUTES] => Array ( [ID] => 0 ) [ZIPORIGINATION] => Array ( [0] => Array ( [VALUE] => 32751 ) ) [ZIPDESTINATION] => Array ( [0] => Array ( [VALUE] => 55967 ) ) [POUNDS] => Array ( [0] => Array ( [VALUE] => 0 ) ) [OUNCES] => Array ( [0] => Array ( [VALUE] => 9 ) ) [CONTAINER] => Array ( [0] => Array ( [VALUE] => Flat Rate Box ) ) [SIZE] => Array ( [0] => Array ( [VALUE] => REGULAR ) ) [ZONE] => Array ( [0] => Array ( [VALUE] => 6 ) ) [POSTAGE] => Array ( [0] => Array ( [MAILSERVICE] => Array ( [0] => Array ( [VALUE] => Priority Mail<sup>&reg;</sup> Medium Flat Rate Box ) ) [RATE] => Array ( [0] => Array ( [VALUE] => 11.35 ) ) ) ) ) ) ) ) Array ( [0] => price Object ( [mailservice] => Priority Mail<sup>&reg;</sup> Medium Flat Rate Box [rate] => 11.35 ) ) 


...yeah. I need to search through these and pull out the RATE value, which here is 11.35. 

For/each loops have failed me so far, any other ideas?",php,arrays,multidimensional-array,foreach,,,open
127142,4303324,11/29/2010 11:34:29,463186,09/30/2010 19:03:12,112,1,Encode keys of dictionaries inside a list from unicode to ascii.,"I have sample response with friends list from facebook:
    
    [{u'uid': 513351886, u'name': u'Mohammed Hossein', u'pic_small': u'http://profile.ak.fbcdn.net/hprofile-ak-snc4/hs643.snc3/27383_513351886_4933_t.jpg'},
        {u'uid': 516583220, u'name': u'Sim Salabim', u'pic_small': u'http://profile.ak.fbcdn.net/hprofile-ak-snc4/hs348.snc4/41505_516583220_5681339_t.jpg'}]

How I could parse through this list encoding key's of the dictionaries to ascii ? I've tried something like this :

    response = simplejson.load(urllib.urlopen(REST_SERVER, data))
    for k in response:
        for id, stuff in k.items():
            id.encode(""ascii"")
            logging.debug(""id: %s"" % id)
    return response

But encoded keys are not saved and as a result I'm still getting unicode values.",python,django,unicode,encoding,dictionary,,open
11340,6018299,05/16/2011 13:40:25,459367,08/02/2010 06:02:44,42,0,iText5.1.0 set header and footer in document,"i m using servlet to view pdf file as using response setContentType pdf.

I want to set Header and Footer of Document generated by IText 5.1.0.

Please Help..
",java,servlets,itext,,,05/18/2011 12:13:01,not a real question
21560,7227380,08/29/2011 07:37:59,917377,08/29/2011 07:37:59,1,0,XSSFWorkbook Problem- While creating new files,"I have a problem with XSSFWorkbook apis while creating new xlsx files.  
 
Scenario: I have a menu item ""New File"" in my gui's menu which creates new xlsx file from stream. First time when I click the menu item ""New File"" then file new dialogue box appears and I give the name of new xlsx file and new file gets created. But when I click on this menu item ""New File"" second time then new xlsx does not get created.

    //Code snippet
 
    File newOpenXLSFile;
    public XSSFWorkbook newPtrIrWorkBook;
 
    newPtrIrStream = this.getClass().getResourceAsStream (""/org/ama/defect/prevention/templates/MainTemplate.xlsx"");
 
 
    private void jMenuItem1ActionPerformed(java.awt.event.ActionEvent evt) {                                           
        // TODO add your handling code here:
        logger.debug(""You choose to create new PTR/IR file"");
        int returnVal = jFileChooser4.showDialog(this, ""New PTR/IR Data File"");

        if (returnVal == JFileChooser.APPROVE_OPTION) {

            newOpenXLSFile = jFileChooser4.getSelectedFile();
            logger.debug(""file path "" + newOpenXLSFile);
            try {
                 logger.debug(""For second time, I am stopped here:"");
                 //newPtrIrWorkBook = new HSSFWorkbook(newPtrIrPFS, true); //copying extract into Excel file       
                newPtrIrWorkBook = new XSSFWorkbook(newPtrIrStream);
                logger.debug(""New File..."" + newOpenXLSFile.getPath());
                FileOutputStream out = new FileOutputStream(newOpenXLSFile);
                newPtrIrWorkBook.write(out);
                out.close();
            } catch (Exception e) {
                e.getMessage();
            }
        } else {
            logger.debug(""New file dialogue cancelled by user."");
        }
       
    }


For second time, I guess it blocks here on the code statement:
 
    logger.debug(""For second time, I am stopped here:""); 
    //newPtrIrWorkBook = new HSSFWorkbook(newPtrIrPFS, true);//copying extract into
    //Excel file     
    ---> newPtrIrWorkBook = new XSSFWorkbook(newPtrIrStream);  <---

 
Debug logs:
 
2011-08-18 13:04:37,602 [AWT-EventQueue-0] DEBUG org.ama.defect.prevention.tool.gui.GUI.class - You choose to create new PTR/IR file
2011-08-18 13:04:45,586 [AWT-EventQueue-0] DEBUG org.ama.defect.prevention.tool.gui.GUI.class - file path C:\Documents and Settings\rmehta\Desktop\Try\FirstFile.xlsx
2011-08-18 13:04:45,586 [AWT-EventQueue-0] DEBUG org.ama.defect.prevention.tool.gui.GUI.class - For second time, I am stopped here:
2011-08-18 13:04:46,351 [AWT-EventQueue-0] DEBUG org.ama.defect.prevention.tool.gui.GUI.class - New File...C:\Documents and Settings\rmehta\Desktop\Try\FirstFile.xlsx

2011-08-18 13:04:52,898 [AWT-EventQueue-0] DEBUG org.ama.defect.prevention.tool.gui.GUI.class - You choose to create new PTR/IR file
2011-08-18 13:04:57,116 [AWT-EventQueue-0] DEBUG org.ama.defect.prevention.tool.gui.GUI.class - file path C:\Documents and Settings\rmehta\Desktop\Try\SecondFile.xlsx
2011-08-18 13:04:57,116 [AWT-EventQueue-0] DEBUG org.ama.defect.prevention.tool.gui.GUI.class - For second time, I am stopped here:
 
 

 
Can you please help me solving this problem? However, it was fine with HSSFWorkbook (for xls file).
 
Many Thanks,
rahul",java,apache,poi,,,,open
63311,5931514,05/09/2011 01:09:28,364,08/05/2008 05:33:41,10064,381,VSS to TFS Migration Administrator Password Error,"I am currently using `VSSConverter.exe` to migrate a Visual SourceSafe 2005 database to TFS 2010.

However, whenever I try to begin the `analyze` process I get an error as follows:

    Initializing...
    VSS administrator password:************
    TF60012:  The password is incorrect.

I can confirm the password is accurate (and works when I use the Visual SourceSafe Administration Tool).

As such, does anyone have any idea why `VSSConverter.exe` is not accepting the admin password?",migration,tfs2010,visual-sourcesafe-2005,,,,open
7093,7452183,09/17/2011 03:06:34,949810,09/17/2011 03:06:34,1,0,Where can i get lio-core-2.6?,"With no ETA on when Kernel.org will be back online, i am looking for other options.

I've tried  http://her.gr.distfiles.macports.org/mirrors/ftp.kernel.org/pub/scm/linux/kernel/git/nab/lio-core-2.6.git and some other links from Google's cache page...but i have not had any success.

Anyone have any idea how to get this installed?",git,iscsi,,,,09/18/2011 02:00:25,off topic
114522,7229534,08/29/2011 11:34:38,917733,08/29/2011 11:34:38,1,0,Issue requesting FB username for page,"I have a page for my band on FB with the requisite over 25 fans to request a username. I've checked the username by going to Facebook.com/username and it's not being used, but when I request it, Facebook says it's unavailable.

I sincerecly doubt it's being used, as it's the name of the band followed by .ie to reflect our Irish domain name - I've used this naming convention incorporating the domain before on a few different pages and never had an issue. I've also put in something ridiculous like bigfloppydonkey.ie and it doesn't have a problem giving me that, so I know it's not the .ie suffix that's preventing me from securing the domain.

The only thing I can think of, is that the name of my band is also the name of a movie which is currently in the Cinema, and perhaps FB is preventing names similar to current movies from being chosen?

I've tried contacting FB, but it's a disaster, you're led to endless help discussions with little or no options to actually contact FB themselves. I've tweeted them with no reply.

Would anyone have a little more knowledge than me on this, or would anyone have a contact phone number/email address for someone in FB? ",page,username,facebook-fanpage,,,08/29/2011 16:40:42,off topic
113802,8286994,11/27/2011 16:21:28,142019,07/21/2009 13:42:41,11185,380,How can I get a list of databases and collections on a MongoDB server?,"I'm writing a GUI client for MongoDB in C. I use the [C driver for MongoDB](http://www.mongodb.org/display/DOCS/C+Language+Center). I want to get a list of databases and their collections, but I can't find any functions in the [documentation](http://api.mongodb.org/c/0.4/api/mongo_8h.html) to do that.

How can I get a list of databases and collections using the C driver?",c,mongodb,,,,,open
123963,8703666,01/02/2012 17:39:42,998635,10/17/2011 06:30:05,383,5,Why object property assignment in not restricted within (for in) loop? any use case?,"for in loop assigns object properties to the left side variable.

Shouldn't it be used only for 'inside the body of loop'. I don't know permanent assignment(obviously before completion of script) makes any sense?

Does anyone see use case?

Below script copies object properties to the array.


    var obj = {a:1,b:2};
    var arr = [];
    var x = 0;

    for(arr[x++] in obj) // shouldn't be temporary assignment?
    {}

    for(new_values in arr){    
    console.log(arr[new_values])  // i can fetch values here.
    }

    //a
    //b",javascript,,,,,01/03/2012 08:25:47,not a real question
111460,1755471,11/18/2009 11:46:31,212716,11/17/2009 09:02:12,1,0,Synatx query please help me?????,"Please can anyone tell me all the properties or methods which I can use while using the following method of HTML syntax

  <%=  Html.TextBox(""email"", """", new { maxlength = 200 })%>
                <%= Html.ValidationMessage(""email"", ""*"")%>



Thanks
Ritz",syntax,,,,,11/18/2009 13:15:31,not a real question
121383,3104305,06/23/2010 18:09:05,55129,01/14/2009 19:17:52,149,2,programmer's blog,"There is a lot of system, where you can simply login and make your own blog.
But I am looking for blog for programmer.

I need support for some usual language (c, php, python, ..) for example like here on this web. 

Is there something like that?



",blogs,,,,,06/23/2010 18:12:12,off topic
15917,6242930,06/05/2011 12:35:37,775352,05/29/2011 17:52:48,11,0,PHP level and experience system,"I'm trying to create a levelling and experience system. I've done it but I'm trying to get PHP to work out how much experience is needed to level up.

For every level, an user needs 670 experience. But if I added 670 to their experience total, it wouldn't work it out correctly.

This is how I did it..

    <?php $exp = ($user[""experience""]+670); ?>

But that isn't working how much the user needs. Hope I've explained clearly. Any help will be nice, thanks.
",php,,,,,,open
43368,10570950,05/13/2012 10:18:04,1297320,03/28/2012 06:19:07,22,0,DropdownList not firing selected text in AJAX update panel,"i want to get the selected item text from dropdownlist selectIndexChanged event, the following code not working can any tell me what wrong i did?

**My dropdownlist code:**

    <asp:DropDownList ID=""DropDownListTblNm"" runat=""server"" 
                DataSourceID=""SqlDataSource1"" DataTextField=""TestName"" 
                DataValueField=""TestName""
                 OnSelectedIndexChanged=""DropDownListTblNm_OnSelectedIndexChanged"" 
                 AutoPostBack=""True"">
            </asp:DropDownList>
C# code:

    protected void DropDownListTblNm_OnSelectedIndexChanged(object sender, EventArgs e)
    {
        try
        {
            con.Open();
            SqlCommand cm = new SqlCommand(""SELECT NoQuestions,TotalMark WHERE TestName=@tnm"", con);
            cm.Parameters.AddWithValue(""@tnm"", DropDownListTblNm.DataTextField.ToString());
            SqlDataReader rdr = cm.ExecuteReader();
            while (rdr.Read())
            {
                aQt = Convert.ToInt32(rdr[""NoQuestions""]);
                tmark = Convert.ToInt32(rdr[""TotalMark""]);
            }
            LabelNq.Text = aQt.ToString();
            LabelTmk.Text = tmark.ToString();
            pmrk = (tmark / aQt);
            LabelPrMrk.Text = pmrk.ToString();
        }
        catch (Exception Exx)
        {
            LabelTbleErr.Text = ""Error..""+ Exx.Message.ToString();
        }
        finally
        {
            con.Close();
        }
    }
Any help would appreciated..",c#,asp.net,,,,,open
96068,6356569,06/15/2011 10:51:27,6264,09/13/2008 12:34:05,2976,59,Java books for total programming n00bs,"For our curriculum we are searching a suitable book to support our students in learning how to program for the first time, using Java (I can't change the choice for Java).

What are the best options? Head First Java? Any others? Please one per answer.

This is not a duplicate of the question http://stackoverflow.com/questions/75102/best-java-book-you-have-read-so-far because that question doesn't address the ""total programming n00b"" aspect in my opinion.",java,education,,,,06/15/2011 15:20:14,not constructive
125398,2095406,01/19/2010 17:16:19,72420,03/01/2009 08:08:40,902,94,Webservice for a JSF application,"We wrote a quite complicated application using a JSF + Spring + Hibernate.
It has many business process. There are different kind of users (and roles).
Users have to fill many forms and when all the forms are validated the
""order"" is sent to the server and it will be processed by another kind of user.

Now we have to write **webservices** for this process. That is, ""orders"" are going to be
sent batch using XML and an XML file containing error messages has to be returned in case 
of errors or an orderId has to be returned otherwise.

My question is manyfolded.

 - What should I take into consideration?
 - Should I use RestFul webservices
 - Should I use SOAP?
 - Should I use WSDL?

Any comment is welcome.

Thanks in advance.

Luis",webservices,jsf,java,,,,open
43006,7291440,09/03/2011 05:56:42,720238,04/22/2011 07:56:31,116,12,How to globally change the system input language in .net,"I commonly switch between typing in qwerty and dvorak, and one of the biggest inconveniences in Windows is that although there is a hot key to switch between input languages, it only changes the input language for the window that has focus. 

I would like to create a script to change the input language for me and have the script run when I press a hot key. I have been experimenting with different ways to do this. The reason I need this is because I prefer to type in dvorak all the time at work, but cannot set the system default to dvorak in case someone else needs to use my system. Once the script is done I can upload it for all to download and use.

One solution I found online was using the SystemParametersInfo function. However I could not find adequate documentation to get this working from the MSDN library. I stopped searching after reading several posts by others who were unable to get this function working, some stating that it requires a system reboot.

Another (slightly more promising) solution I found was setting InputLanguage.CurrentInputLanguage. However again there is very little documentation on it's usage for setting (more for just getting). The online guides I found for this discussed using InputLanguage.FromCulture() to set the language. ie `InputLanguage.CurrentInputLanguage = InputLanguage.FromCulture(new System.Globalization.CultureInfo(""ZH-CN""));` however US-Dvorak does not appear to be in the list of supported cultures.

Does anyone have any ideas? Thanks!",.net,cultureinfo,dvorak,input-language,,,open
127965,8617659,12/23/2011 15:22:03,1143060,01/23/2011 12:44:48,227,6,iOS: Why my Apps are not available in all App Stores around the world?,"I have 2 apps in App Store. I just realized that they are not available everywhere. I didn't exclude it from any store when uploaded them (at least not intentionally).

So, for example, if I check in iTunes Connect >> MyApp >> Version Summery >> any location - I can see my app there including the Localizations that I've made (translated the discretion). But my friends from Brazil, for example, told me they cannot find my app; I sent them a link to my app on iTunes and when opening it, it told them ""it's not possible to complete...""

 1. Had anyone encountered such an issue and knows what to do with it?
 2. How can I check (and be sure that I get the correct information as I just realized iTunes Connect is not giving it) in which App Stores my apps are available at and in which not?

",ios,localization,app-store,availability,,12/24/2011 15:09:23,off topic
127195,11709419,07/29/2012 12:54:14,1436663,06/05/2012 06:30:46,115,0,How to echo an value from mysql by equating variable to row table,"My table name is 'new' and it has 3rows, id name and title ,and i also have an variable 'hi'.What is the mysql query for ,if variable $hi(introduce) == value(introduce) in the 'title' row from 'new' table . then echo introduce.

    
    $hi =""introduce"";

    --------------------- 
    id | name | title |
    ---------------------
     1 | hi   | introduce
     2 | hello| tell me 
 
   ",mysql,,,,,07/30/2012 03:18:56,not a real question
95361,9448470,02/25/2012 22:01:11,504845,11/11/2010 17:37:44,682,39,"JSP, Sitemesh and Tiles hardcore - any alternatives?","Tiles and Sitemesh look quite popular but this stuff is really old and look terrible compared to current awesome stuff from e.g. Ruby (ERB) or PHP (Open Power Template). These days template engines allow comfortable templating (inserting variables, autoescaping depending on the context, iterating through Iterables, accessing bean properties) and layouting (e.g. headers, footers and overriding and adding to some parts defined in parent) without any difficult configuration and wihout a need for changing your current stack (e.g. your web framework).

Example parent.html:

    <html>
      <head>
        <title>
          <layout:part name=""title"">
            Default title
          </layout:part>
        </title>
        <layout:part name=""head"" />
      </head>
      <body>
        <div class=""menu"" layout:part=""menu"">
          default menu
        </div>
        <div class=""content"" layout:part=""content"" />
        <div class=""footer"">
          (c) me
        </div>       
      </body>
    </html>

Example child.html

    <layout:extend file=""parent.html"">
      <layout:fill name=""title"">
        Custom title
      </layout:fill>
      <layout:fill name=""contnet"">
        the content
        {$var} from model
      </layout:fill>
    </layout:extend>



I'm looking for better Facelets, that won't require me to change the whole stack - I'm not going to adapt the whole project to JSF or Wicket just to use better views.

The template engine should not require any additional servlets or filters (no URL-based logic). I want to use the engine programatically. A possible use case is defining a custom ViewResolver in Spring 3.

It would be perfect if layouts weren't defined up-front in a config file. That's not needed if you just define the parent view in the template file.

The framework may be on top of JSP but doesn't have to. The advantage is a possibility to use taglibs provided by other frameworks (e.g. Spring).

Or maybe everything is already there in Sitemesh/Tiles but needs lots of configuration? If you know of any example configuration that allows to achieve all the mentioned goals, let me know about it.


Related question: [what alternatives exist to Sitemesh to help layout JSP/JSTL page footers/headers in a Spring MVC app?](http://stackoverflow.com/questions/5849706/what-alternatives-exist-to-sitemesh-to-help-layout-jsp-jstl-page-footers-headers) - my question refers to templating too, and is not limited to Spring Web MVC.",jsp,java-ee,spring-mvc,tiles,sitemesh,05/14/2012 17:22:58,not constructive
86688,2157760,01/28/2010 20:35:50,103897,05/08/2009 23:42:41,33,3,Add reference to script task in ssis,"The way I understand it, SSIS script tasks can't use a reference unless it's in the GAC.  With this assumption:
I've tried downloading the .net 2.0 sdk x64 (developing on 64 bit machine) that should have gacutil, still not there.
I've tried installting the dll using a console app using System.EnterpriseServices.Internal.Publish.GacInstall method.  If it installed it, I have no idea where becaues it's not in the available references in VS.
I can't copy it to assemblies because 'adminstrator rights' fails.
Any suggestions.",ssis,c#,reference,,,,open
115801,5372405,03/20/2011 23:39:30,660530,03/15/2011 12:16:08,17,0,Doctrine 2 Tutorials or books?,"I'm trying to find any tutorials or books to get started with Doctrine 2, but seems there are not many resources especially for 2. If you know any tutorials or books please let me know. Thanks",doctrine,,,,,09/19/2011 06:17:04,not constructive
64535,1594111,10/20/2009 12:02:04,165260,08/29/2009 06:17:11,34,5,How to convert Video to byteArray in C#?,"I am using c# .net compact framework 3.5 and i want to convert a video file to byte array so that i may upload it on the server.

In the similar manner i am doing the image uploading which is getting the success result....

  

        HttpWebRequest request; 
        request.ContentType = ""image/jpeg"";
        request.ContentLength = byteArray.Length;
        request.Method = ""PUT"";
            
        imageToByteArray(img).CopyTo(byteArray, 0);
        using (Stream requestStream = request.GetRequestStream())
        {
          requestStream.Write(byteArray, 0, (int)Fs.Length);
          requestStream.Flush();
          requestStream.Close();
        }
        
        
        public byte[] imageToByteArray(Image imageIn)
        {
          MemoryStream ms = new MemoryStream();
          imageIn.Save(ms,System.Drawing.Imaging.ImageFormat.Jpeg);
          return ms.ToArray();
        }

Somebody having the idea how to do this for the video files?",windows-mobile,compact-framework,file-upload,,,,open
133192,457534,01/19/2009 13:09:22,11802,09/16/2008 11:28:04,458,20,Best Peer Code Review Software,"Following on from my query [Here][1], does anyone know of any good Peer code review software, I am aware of SmartBear (albeit a very expensive option) but can anyone recommend any tools that they use?  


  [1]: http://stackoverflow.com/questions/450583/best-way-to-track-and-enforce-peer-reviews-before-commit",code-review,software-tools,.net,,,02/15/2012 14:36:29,not constructive
1780,7269377,09/01/2011 11:02:04,923322,09/01/2011 11:02:04,1,0,Function for certain values in rows,"I have a paneldata which looks like: 

(Only the substantially cutting for my question)

Persno 122 122 122 333 333 333 333 333 444 444 

Income 1500 1500 2000 2000 2100 2500 2500 1500 2000 2200

year 1 2 3 1 2 3 4 5 1 2

I need a command or function to  recognises the different Persno. For all rows with the same Persn I would like to give out the average income.

Thank you very much.

",r,,,,,,open
98231,10700946,05/22/2012 11:16:12,1410043,05/22/2012 11:10:06,1,0,Get the child item of custom list view,"I have created one custom list view item for my application. Suppose for any click evet I need a particular child from the list view, how can I get that?

Any link or any help is appreciated.",android,,,,,05/23/2012 12:41:05,not a real question
